Measure	Beat	Offset	4_3	4_2	4_1	3_2	3_1	2_1	Composer	Title	figures	figures_combined
21	1.0	160.0	0	7	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Gloria	070	['070', '060', '080', '583', '358', '835', '358', '583', '835', '583', '350', '358']
21	1.75	161.5	0	6	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Gloria	060	['060', '080', '583', '358', '835', '358', '583', '835', '583', '350', '358', '835']
21	3.0	164.0	0	8	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Gloria	080	['080', '583', '358', '835', '358', '583', '835', '583', '350', '358', '835', '358']
21	4.0	166.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '835', '358', '583', '835', '583', '350', '358', '835', '358', '583']
22	1.0	168.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '358', '583', '835', '583', '350', '358', '835', '358', '583', '835']
23	1.0	176.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '583', '835', '583', '350', '358', '835', '358', '583', '835', '583']
23	3.0	180.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '835', '583', '350', '358', '835', '358', '583', '835', '583', '835']
24	1.0	184.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '835', '583', '350', '358', '835', '358', '583', '835', '583', '835', '358']
24	3.0	188.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '583', '350', '358', '835', '358', '583', '835', '583', '835', '358', '583']
25	2.0	194.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '350', '358', '835', '358', '583', '835', '583', '835', '358', '583', '835']
26	1.0	200.0	3	5	0	3	0	0	Roland de Lassus	Missa Doulce memoire: Gloria	350	['350', '358', '835', '358', '583', '835', '583', '835', '358', '583', '835', '583']
26	2.0	202.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '358', '583', '835', '583', '835', '358', '583', '835', '583', '538']
27	1.0	208.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '583', '835', '583', '835', '358', '583', '835', '583', '538', '835']
27	3.0	212.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '835', '583', '835', '358', '583', '835', '583', '538', '835', '358']
27	4.0	214.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '835', '583', '835', '358', '583', '835', '583', '538', '835', '358', '583']
28	2.0	218.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '583', '835', '358', '583', '835', '583', '538', '835', '358', '583', '835']
28	3.0	220.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '835', '358', '583', '835', '583', '538', '835', '358', '583', '835', '825']
28	4.0	222.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '583', '835', '583', '538', '835', '358', '583', '835', '825', '885']
29	1.0	224.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '835', '583', '538', '835', '358', '583', '835', '825', '885', '358']
29	3.0	228.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '835', '583', '538', '835', '358', '583', '835', '825', '885', '358', '835']
30	3.0	236.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '583', '538', '835', '358', '583', '835', '825', '885', '358', '835', '458']
31	3.0	244.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '538', '835', '358', '583', '835', '825', '885', '358', '835', '458', '358']
32	3.0	252.0	5	3	8	6	4	6	Roland de Lassus	Missa Doulce memoire: Gloria	538	['538', '835', '358', '583', '835', '825', '885', '358', '835', '458', '358', '258']
32	4.0	254.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '583', '835', '825', '885', '358', '835', '458', '358', '258', '358']
33	4.0	262.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '835', '825', '885', '358', '835', '458', '358', '258', '358', '583']
34	1.0	264.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '835', '825', '885', '358', '835', '458', '358', '258', '358', '583', '358']
34	3.0	268.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '825', '885', '358', '835', '458', '358', '258', '358', '583', '358', '835']
34	4.5	271.0	8	2	5	2	5	4	Roland de Lassus	Missa Doulce memoire: Gloria	825	['825', '885', '358', '835', '458', '358', '258', '358', '583', '358', '835', '538']
34	4.75	271.5	8	8	5	1	5	5	Roland de Lassus	Missa Doulce memoire: Gloria	885	['885', '358', '835', '458', '358', '258', '358', '583', '358', '835', '538', '537']
35	1.0	272.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '458', '358', '258', '358', '583', '358', '835', '538', '537', '835']
35	2.0	274.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '458', '358', '258', '358', '583', '358', '835', '538', '537', '835', '834']
35	3.0	276.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Gloria	458	['458', '358', '258', '358', '583', '358', '835', '538', '537', '835', '834', '835']
35	3.5	277.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '258', '358', '583', '358', '835', '538', '537', '835', '834', '835', '538']
35	3.75	277.5	2	5	8	4	7	4	Roland de Lassus	Missa Doulce memoire: Gloria	258	['258', '358', '583', '358', '835', '538', '537', '835', '834', '835', '538', '853']
35	4.0	278.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '358', '835', '538', '537', '835', '834', '835', '538', '853', '035']
36	1.0	280.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '835', '538', '537', '835', '834', '835', '538', '853', '035', '835']
36	2.0	282.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '538', '537', '835', '834', '835', '538', '853', '035', '835', '583']
36	4.0	286.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '538', '537', '835', '834', '835', '538', '853', '035', '835', '583', '358']
37	1.0	288.0	5	3	8	6	4	6	Roland de Lassus	Missa Doulce memoire: Gloria	538	['538', '537', '835', '834', '835', '538', '853', '035', '835', '583', '358', '583']
37	2.5	291.0	5	3	7	6	3	5	Roland de Lassus	Missa Doulce memoire: Gloria	537	['537', '835', '834', '835', '538', '853', '035', '835', '583', '358', '583', '358']
37	3.0	292.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '834', '835', '538', '853', '035', '835', '583', '358', '583', '358', '835']
37	3.5	293.0	8	3	4	3	4	2	Roland de Lassus	Missa Doulce memoire: Gloria	834	['834', '835', '538', '853', '035', '835', '583', '358', '583', '358', '835', '458']
37	4.0	294.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '538', '853', '035', '835', '583', '358', '583', '358', '835', '458', '358']
38	1.0	296.0	5	3	8	6	4	6	Roland de Lassus	Missa Doulce memoire: Gloria	538	['538', '853', '035', '835', '583', '358', '583', '358', '835', '458', '358', '835']
39	1.0	304.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Gloria	853	['853', '035', '835', '583', '358', '583', '358', '835', '458', '358', '835', '583']
40	1.0	320.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	035	['035', '835', '583', '358', '583', '358', '835', '458', '358', '835', '583', '358']
40	3.0	324.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '583', '358', '583', '358', '835', '458', '358', '835', '583', '358', '583']
41	1.0	328.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '583', '358', '835', '458', '358', '835', '583', '358', '583', '358']
41	3.0	332.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '358', '835', '458', '358', '835', '583', '358', '583', '358', '836']
41	4.0	334.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '835', '458', '358', '835', '583', '358', '583', '358', '836', '835']
42	1.0	336.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '458', '358', '835', '583', '358', '583', '358', '836', '835', '735']
42	2.0	338.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '458', '358', '835', '583', '358', '583', '358', '836', '835', '735', '584']
42	3.0	340.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Gloria	458	['458', '358', '835', '583', '358', '583', '358', '836', '835', '735', '584', '484']
42	4.0	342.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '583', '358', '583', '358', '836', '835', '735', '584', '484', '583']
43	1.0	344.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '583', '358', '583', '358', '836', '835', '735', '584', '484', '583', '858']
44	1.0	352.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '583', '358', '836', '835', '735', '584', '484', '583', '858', '358']
44	4.0	358.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '358', '836', '835', '735', '584', '484', '583', '858', '358', '353']
45	1.0	360.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '836', '835', '735', '584', '484', '583', '858', '358', '353', '583']
45	2.0	362.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '836', '835', '735', '584', '484', '583', '858', '358', '353', '583', '358']
45	3.0	364.0	8	3	6	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	836	['836', '835', '735', '584', '484', '583', '858', '358', '353', '583', '358', '583']
45	3.5	365.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '735', '584', '484', '583', '858', '358', '353', '583', '358', '583', '358']
45	4.5	367.0	7	3	5	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	735	['735', '584', '484', '583', '858', '358', '353', '583', '358', '583', '358', '363']
46	1.0	368.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Gloria	584	['584', '484', '583', '858', '358', '353', '583', '358', '583', '358', '363', '684']
46	1.5	369.0	4	8	4	5	8	4	Roland de Lassus	Missa Doulce memoire: Gloria	484	['484', '583', '858', '358', '353', '583', '358', '583', '358', '363', '684', '583']
46	2.0	370.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '858', '358', '353', '583', '358', '583', '358', '363', '684', '583', '853']
46	3.0	372.0	8	5	8	5	8	4	Roland de Lassus	Missa Doulce memoire: Gloria	858	['858', '358', '353', '583', '358', '583', '358', '363', '684', '583', '853', '538']
47	1.0	376.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '353', '583', '358', '583', '358', '363', '684', '583', '853', '538', '835']
47	2.0	380.0	3	5	3	3	8	6	Roland de Lassus	Missa Doulce memoire: Gloria	353	['353', '583', '358', '583', '358', '363', '684', '583', '853', '538', '835', '358']
47	3.0	384.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '583', '358', '363', '684', '583', '853', '538', '835', '358', '583']
48	1.0	388.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '358', '363', '684', '583', '853', '538', '835', '358', '583', '358']
48	2.0	392.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '363', '684', '583', '853', '538', '835', '358', '583', '358', '835']
48	3.0	396.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '363', '684', '583', '853', '538', '835', '358', '583', '358', '835', '358']
49	1.0	400.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Gloria	363	['363', '684', '583', '853', '538', '835', '358', '583', '358', '835', '358', '835']
49	2.0	404.0	6	8	4	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	684	['684', '583', '853', '538', '835', '358', '583', '358', '835', '358', '835', '458']
49	3.0	408.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '853', '538', '835', '358', '583', '358', '835', '358', '835', '458', '358']
50	1.0	412.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Gloria	853	['853', '538', '835', '358', '583', '358', '835', '358', '835', '458', '358', '583']
50	3.0	420.0	5	3	8	6	4	6	Roland de Lassus	Missa Doulce memoire: Gloria	538	['538', '835', '358', '583', '358', '835', '358', '835', '458', '358', '583', '030']
51	1.0	424.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '583', '358', '835', '358', '835', '458', '358', '583', '030', '835']
51	2.0	428.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '358', '835', '358', '835', '458', '358', '583', '030', '835', '353']
51	3.0	432.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '358', '835', '358', '835', '458', '358', '583', '030', '835', '353', '153']
52	1.0	436.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '358', '835', '458', '358', '583', '030', '835', '353', '153', '583']
52	2.0	440.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '835', '458', '358', '583', '030', '835', '353', '153', '583', '353']
52	3.0	444.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '458', '358', '583', '030', '835', '353', '153', '583', '353', '533']
53	1.0	448.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '458', '358', '583', '030', '835', '353', '153', '583', '353', '533', '683']
53	2.0	452.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Gloria	458	['458', '358', '583', '030', '835', '353', '153', '583', '353', '533', '683', '583']
53	3.0	456.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '030', '835', '353', '153', '583', '353', '533', '683', '583', '573']
54	1.0	460.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '030', '835', '353', '153', '583', '353', '533', '683', '583', '573', '458']
54	3.0	464.0	0	0	0	3	0	0	Roland de Lassus	Missa Doulce memoire: Gloria	030	['030', '835', '353', '153', '583', '353', '533', '683', '583', '573', '458', '358']
54	4.0	466.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '353', '153', '583', '353', '533', '683', '583', '573', '458', '358', '258']
55	1.0	468.0	3	5	3	3	8	6	Roland de Lassus	Missa Doulce memoire: Gloria	353	['353', '153', '583', '353', '533', '683', '583', '573', '458', '358', '258', '358']
55	2.0	470.0	1	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Gloria	153	['153', '583', '353', '533', '683', '583', '573', '458', '358', '258', '358', '835']
55	3.0	472.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '353', '533', '683', '583', '573', '458', '358', '258', '358', '835', '358']
56	1.0	476.0	3	5	3	3	8	6	Roland de Lassus	Missa Doulce memoire: Gloria	353	['353', '533', '683', '583', '573', '458', '358', '258', '358', '835', '358', '583']
56	2.0	478.0	5	3	3	3	6	8	Roland de Lassus	Missa Doulce memoire: Gloria	533	['533', '683', '583', '573', '458', '358', '258', '358', '835', '358', '583', '835']
56	3.0	480.0	6	8	3	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	683	['683', '583', '573', '458', '358', '258', '358', '835', '358', '583', '835', '358']
56	3.5	481.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '573', '458', '358', '258', '358', '835', '358', '583', '835', '358', '583']
56	4.5	483.0	5	7	3	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	573	['573', '458', '358', '258', '358', '835', '358', '583', '835', '358', '583', '835']
57	1.0	484.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Gloria	458	['458', '358', '258', '358', '835', '358', '583', '835', '358', '583', '835', '358']
57	1.5	485.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '258', '358', '835', '358', '583', '835', '358', '583', '835', '358', '853']
57	1.75	485.5	2	5	8	4	7	4	Roland de Lassus	Missa Doulce memoire: Gloria	258	['258', '358', '835', '358', '583', '835', '358', '583', '835', '358', '853', '358']
57	2.0	486.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '835', '358', '583', '835', '358', '583', '835', '358', '853', '358', '583']
57	3.0	488.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '583', '835', '358', '583', '835', '358', '853', '358', '583', '835']
58	3.0	496.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '835', '358', '583', '835', '358', '853', '358', '583', '835', '583']
59	2.0	502.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '835', '358', '583', '835', '358', '853', '358', '583', '835', '583', '033']
59	3.0	504.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '583', '835', '358', '853', '358', '583', '835', '583', '033', '035']
59	4.0	506.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '835', '358', '853', '358', '583', '835', '583', '033', '035', '053']
60	1.0	508.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '835', '358', '853', '358', '583', '835', '583', '033', '035', '053', '035']
60	3.0	512.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '358', '853', '358', '583', '835', '583', '033', '035', '053', '035', '053']
61	1.0	516.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '853', '358', '583', '835', '583', '033', '035', '053', '035', '053', '538']
62	1.0	528.0	8	5	3	4	3	6	Roland de Lassus	Missa Doulce memoire: Gloria	853	['853', '358', '583', '835', '583', '033', '035', '053', '035', '053', '538', '385']
62	2.0	532.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '835', '583', '033', '035', '053', '035', '053', '538', '385', '358']
62	3.0	536.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '835', '583', '033', '035', '053', '035', '053', '538', '385', '358', '583']
63	1.0	540.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	835	['835', '583', '033', '035', '053', '035', '053', '538', '385', '358', '583', '835']
63	3.0	548.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Gloria	583	['583', '033', '035', '053', '035', '053', '538', '385', '358', '583', '835', '583']
64	1.0	552.0	0	0	0	3	3	5	Roland de Lassus	Missa Doulce memoire: Gloria	033	['033', '035', '053', '035', '053', '538', '385', '358', '583', '835', '583', '353']
64	2.0	556.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	035	['035', '053', '035', '053', '538', '385', '358', '583', '835', '583', '353', '358']
64	3.0	560.0	0	0	0	5	3	6	Roland de Lassus	Missa Doulce memoire: Gloria	053	['053', '035', '053', '538', '385', '358', '583', '835', '583', '353', '358', '583']
65	1.0	564.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Gloria	035	['035', '053', '538', '385', '358', '583', '835', '583', '353', '358', '583', '835']
65	2.5	570.0	0	0	0	5	3	6	Roland de Lassus	Missa Doulce memoire: Gloria	053	['053', '538', '385', '358', '583', '835', '583', '353', '358', '583', '835', '358']
66	1.0	576.0	5	3	8	6	4	6	Roland de Lassus	Missa Doulce memoire: Gloria	538	['538', '385', '358', '583', '835', '583', '353', '358', '583', '835', '358', '368']
66	3.0	584.0	3	8	5	6	3	5	Roland de Lassus	Missa Doulce memoire: Gloria	385	['385', '358', '583', '835', '583', '353', '358', '583', '835', '358', '368', '358']
67	2.0	592.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Gloria	358	['358', '583', '835', '583', '353', '358', '583', '835', '358', '368', '358', '362']
