Measure,Beat,[Cantus],[Altus],[Quintus],[Tenor],[Bassus],Composer,Title,Ténor
109,2.5,,"('2', '-2', '1')",,"('2', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
109,3.0,"('-4', '1', '3')","('-2', '1', '-2')","('-2', '1', '-2')","('1', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Gloria,
109,4.0,"('1', '3', '1')",,,"('-2', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
110,1.0,"('3', '1', '-4')","('1', '-2', '-3')",,"('1', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Gloria,
110,2.0,"('1', '-4', '1')",,,,"('3', '1', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
110,3.0,"('-4', '1', '-2')",,"('1', '-2', '-2')",,"('1', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
110,4.0,"('1', '-2', '2')","('-2', '-3', '2')",,"('-2', '1', '-2')","('-4', '5', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
111,1.0,"('-2', '2', '2')","('-3', '2', '2')",,"('1', '-2', '5')","('5', '2', '-5')",Claudio Merulo,Missa Susanne un jour: Gloria,
111,2.0,,,"('-2', '-2', '4')","('-2', '5', '-3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
111,2.5,"('2', '2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
111,2.75,"('2', '-2', '-3')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
111,3.0,"('-2', '-3', '1')",,"('-2', '4', '-2')","('5', '-3', '-2')","('2', '-5', '1')",Claudio Merulo,Missa Susanne un jour: Gloria,
111,4.0,"('-3', '1', '5')","('2', '2', '2')","('4', '-2', '-2')","('-3', '-2', '1')","('-5', '1', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
112,1.0,"('1', '5', '-3')","('2', '2', '-2')","('-2', '-2', '-2')",,"('1', '2', '4')",Claudio Merulo,Missa Susanne un jour: Gloria,
112,1.5,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
112,2.0,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
112,3.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
1,1.0,,,,"('3', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
1,3.0,,,,"('2', '2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
1,4.0,,,,"('2', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
2,1.0,,,,"('1', '2', '-2')","('-3', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
2,2.0,,,,"('2', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
2,3.0,,,"('3', '2', '2')","('-2', '2', '-2')","('-3', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
2,4.0,,,,,"('5', '-5', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
3,1.0,"('3', '2', '2')",,"('2', '2', '-5')","('2', '-2', '4')","('-5', '5', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
3,2.0,,,"('2', '-5', '3')","('-2', '4', '-2')","('5', '-3', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
3,3.0,"('2', '2', '1')",,"('-5', '3', '-2')","('4', '-2', '-2')","('-3', '-2', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
3,4.0,"('2', '1', '2')",,"('3', '-2', '2')","('-2', '-2', '-2')","('-2', '4', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
4,1.0,"('1', '2', '-4')",,"('-2', '2', '-3')","('-2', '-2', '-2')","('4', '1', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
4,2.0,,,"('2', '-3', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
4,2.5,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
4,3.0,,,"('-3', '1', '1')","('-2', '-2', '2')","('1', '-5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
4,3.5,,,,"('-2', '2', '3')",,Claudio Merulo,Missa Susanne un jour: Credo,
4,4.0,"('2', '-4', '4')","('-3', '-3', '5')","('1', '1', '2')","('2', '3', '-4')","('-5', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
5,1.0,"('-4', '4', '-2')","('-3', '5', '1')",,"('3', '-4', '2')","('2', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
5,2.0,,"('5', '1', '-2')","('1', '2', '2')","('-4', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
5,2.5,,,,,"('2', '-4', '8')",Claudio Merulo,Missa Susanne un jour: Credo,
5,3.0,"('4', '-2', '1')","('1', '-2', '2')","('2', '2', '2')",,"('-4', '8', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
5,4.0,"('-2', '1', '-3')","('-2', '2', '-4')",,"('2', '2', '-5')",,Claudio Merulo,Missa Susanne un jour: Credo,
5,4.5,,,"('2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
6,1.0,"('1', '-3', '1')","('2', '-4', '2')","('2', '2', '-5')",,"('8', '1', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
6,2.0,"('-3', '1', '2')",,,,"('1', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
6,2.5,,,"('2', '-5', '8')",,,Claudio Merulo,Missa Susanne un jour: Credo,
6,3.0,"('1', '2', '2')","('-4', '2', '-2')","('-5', '8', '1')",,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
6,3.5,,,,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
6,4.0,,"('2', '-2', '6')",,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
6,4.5,,,,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
7,1.0,"('2', '2', '1')","('-2', '6', '-2')","('8', '1', '1')",,"('-2', '-2', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
7,2.0,"('2', '1', '2')",,,"('3', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
7,3.0,"('1', '2', '2')","('6', '-2', '-2')",,"('1', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
7,4.0,,"('-2', '-2', '3')",,"('2', '2', '-5')",,Claudio Merulo,Missa Susanne un jour: Credo,
8,1.0,"('2', '2', '-3')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
8,2.0,"('2', '-3', '1')","('-2', '3', '-2')",,"('2', '-5', '5')",,Claudio Merulo,Missa Susanne un jour: Credo,
8,2.5,,"('3', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
8,3.0,"('-3', '1', '-5')","('-2', '2', '1')",,"('-5', '5', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
8,4.0,"('1', '-5', '8')","('2', '1', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
9,1.0,,"('1', '1', '-3')",,"('5', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
9,2.0,"('-5', '8', '1')","('1', '-3', '2')","('3', '1', '2')","('1', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
9,3.0,"('8', '1', '1')",,"('1', '2', '2')","('2', '-2', '4')","('1', '-3', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
9,4.0,"('1', '1', '-4')","('-3', '2', '2')","('2', '2', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
9,4.5,,,,,"('-3', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
10,1.0,,"('2', '2', '1')",,"('-2', '4', '-2')","('-3', '5', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
10,2.0,"('1', '-4', '1')",,"('2', '1', '-4')",,"('5', '-4', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
10,2.5,,"('2', '1', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
10,3.0,"('-4', '1', '1')","('1', '-2', '1')","('1', '-4', '1')","('4', '-2', '-2')","('-4', '1', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
10,4.0,"('1', '1', '-2')","('-2', '1', '-3')","('-4', '1', '1')","('-2', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
11,1.0,"('1', '-2', '2')","('1', '-3', '-3')",,,"('1', '5', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
11,2.0,"('-2', '2', '-2')",,"('1', '1', '2')","('-2', '1', '-2')","('5', '1', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
11,3.0,,,"('1', '2', '-3')",,"('1', '-5', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
11,4.0,"('2', '-2', '-2')","('-3', '-3', '2')","('2', '-3', '5')",,"('-5', '4', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
12,1.0,"('-2', '-2', '-2')","('-3', '2', '-2')",,,"('4', '-5', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
12,1.5,"('-2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
12,2.0,"('-2', '-2', '2')","('2', '-2', '4')","('-3', '5', '1')",,"('-5', '5', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
12,2.5,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
12,3.0,"('2', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
12,4.0,,"('-2', '4', '-2')","('5', '1', '1')",,"('5', '1', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
12,4.5,"('2', '1', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
13,1.0,,"('4', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
13,2.0,,"('-2', '2', '-4')","('1', '1', '-5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
13,4.0,,"('2', '-4', '1')",,"('2', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
14,1.0,,"('-4', '1', '-2')",,"('1', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
14,2.0,"('3', '1', '2')","('1', '-2', '-2')",,"('2', '2', '-5')",,Claudio Merulo,Missa Susanne un jour: Credo,
14,3.0,"('1', '2', '2')","('-2', '-2', '4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
14,3.5,,,,"('2', '-5', '8')",,Claudio Merulo,Missa Susanne un jour: Credo,
14,4.0,"('2', '2', '2')","('-2', '4', '1')",,"('-5', '8', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
14,4.5,,"('4', '1', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
15,1.0,,,,"('8', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
15,2.0,"('2', '2', '-2')",,,"('-2', '2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
15,3.0,"('2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
15,4.0,,,"('2', '1', '2')","('2', '1', '-4')","('4', '1', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
16,1.0,,,"('1', '2', '2')","('1', '-4', '3')","('1', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
16,2.0,"('-2', '-2', '-2')",,"('2', '2', '-3')","('-4', '3', '-2')","('2', '2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
16,3.0,"('-2', '-2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
16,3.5,,,,"('3', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
16,4.0,"('-2', '1', '-2')",,"('2', '-3', '2')","('-2', '2', '-2')","('2', '-3', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
17,1.0,,,"('-3', '2', '4')",,"('-3', '-2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
17,1.5,"('1', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
17,2.0,"('-2', '2', '2')",,"('2', '4', '1')","('2', '-2', '-2')","('-2', '1', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
17,3.0,,,"('4', '1', '-3')","('-2', '-2', '-5')","('1', '-5', '8')",Claudio Merulo,Missa Susanne un jour: Credo,
17,4.0,"('2', '2', '2')",,,,"('-5', '8', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
18,1.0,"('2', '2', '-4')",,"('1', '-3', '-3')",,"('8', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
18,2.0,,"('1', '3', '1')",,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
18,2.5,"('2', '-4', '4')",,"('-3', '-3', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
18,3.0,"('-4', '4', '1')",,"('-3', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
18,3.5,,,,,"('-2', '-2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
18,4.0,,"('3', '1', '2')","('2', '-2', '-2')",,"('-2', '-3', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
19,1.0,"('4', '1', '2')","('1', '2', '2')","('-2', '-2', '3')",,"('-3', '-2', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
19,2.0,"('1', '2', '2')","('2', '2', '1')","('-2', '3', '2')","('1', '4', '-2')","('-2', '4', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
19,3.0,"('2', '2', '-3')",,"('3', '2', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
19,3.5,,,,"('4', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
19,4.0,"('2', '-3', '1')","('2', '1', '1')","('2', '1', '-4')","('-2', '1', '1')","('4', '-3', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
20,1.0,"('-3', '1', '-2')","('1', '1', '-2')",,"('1', '1', '-4')","('-3', '1', '3')",Claudio Merulo,Missa Susanne un jour: Credo,
20,2.0,,,"('1', '-4', '1')",,"('1', '3', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
20,3.0,"('1', '-2', '-3')",,"('-4', '1', '1')","('1', '-4', '4')",,Claudio Merulo,Missa Susanne un jour: Credo,
20,4.0,"('-2', '-3', '2')","('1', '-2', '-2')","('1', '1', '4')","('-4', '4', '-2')","('3', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
21,1.0,"('-3', '2', '-2')","('-2', '-2', '-2')",,,"('2', '2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
21,1.5,,"('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
21,2.0,,"('-2', '-2', '2')",,"('4', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
21,2.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
21,3.0,,"('2', '2', '-2')",,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
21,3.5,,,,"('-2', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
21,4.0,,,,"('-2', '2', '1')","('2', '1', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
21,4.5,,"('2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
22,1.0,,,,,"('1', '-5', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
22,2.0,,,"('1', '1', '2')","('2', '1', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
22,2.5,,,,,"('-5', '1', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
22,3.0,,,"('1', '2', '-2')","('1', '1', '1')","('1', '4', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
22,4.0,,,"('2', '-2', '-2')","('1', '1', '2')","('4', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
23,1.0,,,"('-2', '-2', '-2')","('1', '2', '-2')","('-2', '-2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
23,2.0,,,"('-2', '-2', '3')","('2', '-2', '-2')","('-2', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
23,3.0,,,"('-2', '3', '4')","('-2', '-2', '-2')","('-4', '5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
23,4.0,,,"('3', '4', '3')","('-2', '-2', '-2')","('5', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
24,1.0,,,"('4', '3', '1')","('-2', '-2', '4')","('2', '-4', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
24,2.0,,,"('3', '1', '1')","('-2', '4', '-2')","('-4', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
24,3.0,,,"('1', '1', '-2')","('4', '-2', '2')","('2', '2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
24,4.0,,"('1', '1', '2')","('1', '-2', '-2')","('-2', '2', '-5')",,Claudio Merulo,Missa Susanne un jour: Credo,
24,4.5,,,,,"('2', '-3', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
25,1.0,,"('1', '2', '-2')","('-2', '-2', '2')","('2', '-5', '2')","('-3', '4', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
25,2.0,,"('2', '-2', '-2')",,"('-5', '2', '2')","('4', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
25,2.5,,,"('-2', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
25,3.0,,"('-2', '-2', '-2')",,,"('-2', '-2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
25,3.5,,,,"('2', '2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
25,4.0,,"('-2', '-2', '2')",,"('2', '1', '-3')","('-2', '-4', '8')",Claudio Merulo,Missa Susanne un jour: Credo,
26,1.0,,"('-2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
26,2.0,"('1', '1', '2')","('2', '1', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
26,3.0,"('1', '2', '-2')","('1', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
26,4.0,"('2', '-2', '-2')","('2', '2', '-3')","('-2', '-2', '-4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
27,1.0,"('-2', '-2', '-2')",,"('-2', '-4', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
27,1.5,,"('2', '-3', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
27,2.0,"('-2', '-2', '-2')","('-3', '2', '-2')","('-4', '2', '5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
27,2.5,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
27,3.0,"('-2', '-2', '6')","('-2', '-2', '3')","('2', '5', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
27,4.0,"('-2', '6', '-2')","('-2', '3', '2')","('5', '1', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
28,1.0,"('6', '-2', '-2')","('3', '2', '-2')","('1', '3', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
28,2.0,"('-2', '-2', '2')","('2', '-2', '-2')","('3', '2', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
28,3.0,,,"('2', '-3', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
28,3.5,"('-2', '2', '-3')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
28,4.0,"('2', '-3', '2')","('-2', '-2', '-2')","('-3', '1', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
29,1.0,"('-3', '2', '-4')",,"('1', '-2', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
29,1.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
29,2.0,"('2', '-4', '2')",,"('-2', '1', '-5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
29,4.0,,,,"('1', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
30,1.0,,,,"('1', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
30,2.0,,,,"('2', '-2', '-3')",,Claudio Merulo,Missa Susanne un jour: Credo,
30,3.0,,,,"('-2', '-3', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
30,4.0,"('1', '1', '2')",,,"('-3', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
31,1.0,"('1', '2', '-2')",,,"('2', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
31,2.0,"('2', '-2', '-3')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
31,3.0,"('-2', '-3', '3')",,,"('-2', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
31,4.0,"('-3', '3', '-2')",,"('1', '1', '2')","('1', '-2', '-2')","('1', '1', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
32,1.0,"('3', '-2', '-2')",,"('1', '2', '-2')","('-2', '-2', '-2')","('1', '-3', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
32,2.0,"('-2', '-2', '-2')",,"('2', '-2', '-2')",,"('-3', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
32,2.5,,,,"('-2', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
32,3.0,"('-2', '-2', '2')",,"('-2', '-2', '2')","('-2', '1', '8')","('-4', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
32,4.0,,,"('-2', '2', '-3')","('1', '8', '1')","('5', '-5', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
33,1.0,,,"('2', '-3', '-2')","('8', '1', '1')","('-5', '1', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
33,2.0,,,,"('1', '1', '3')",,Claudio Merulo,Missa Susanne un jour: Credo,
33,3.0,,,"('-3', '-2', '2')","('1', '3', '-2')","('1', '5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
33,4.0,,"('1', '1', '2')","('-2', '2', '-3')","('3', '-2', '1')","('5', '2', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
34,1.0,,"('1', '2', '-2')","('2', '-3', '2')","('-2', '1', '-2')","('2', '-5', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
34,2.0,,"('2', '-2', '5')","('-3', '2', '2')","('1', '-2', '2')","('-5', '5', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
34,3.0,,"('-2', '5', '2')","('2', '2', '2')","('-2', '2', '-2')","('5', '-4', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
34,3.5,,,"('2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
34,4.0,"('1', '1', '2')","('5', '2', '2')",,,"('-4', '4', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
35,1.0,"('1', '2', '-2')","('2', '2', '-2')",,"('2', '-2', '2')","('4', '-5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
35,2.0,"('2', '-2', '-3')","('2', '-2', '-2')",,,"('-5', '2', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
35,3.0,"('-2', '-3', '3')","('-2', '-2', '-2')",,,"('2', '4', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
35,3.75,,"('-2', '-2', '3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
35,4.0,"('-3', '3', '-2')","('-2', '3', '-3')","('1', '1', '2')",,"('4', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
36,1.0,"('3', '-2', '-2')","('3', '-3', '-2')","('1', '2', '-2')",,"('-2', '-2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
36,2.0,"('-2', '-2', '1')","('-3', '-2', '1')","('2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
36,2.5,,,,,"('-2', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
36,3.0,"('-2', '1', '-2')","('-2', '1', '-5')","('-2', '-2', '2')",,"('-4', '5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
36,3.5,"('1', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
36,4.0,"('-2', '-2', '2')","('1', '-5', '3')","('-2', '2', '1')",,"('5', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
37,1.0,,"('-5', '3', '-2')","('2', '1', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
37,1.5,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
37,2.0,,,"('1', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
37,3.0,,"('3', '-2', '4')","('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
37,3.5,,,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
37,4.0,,"('-2', '4', '3')","('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
38,1.5,,,"('-2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
38,2.0,"('1', '1', '-3')","('4', '3', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
38,3.0,,"('3', '2', '-2')",,"('1', '1', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
38,4.0,"('1', '-3', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
38,4.5,,,,"('1', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
39,1.0,"('-3', '2', '-2')","('2', '-2', '-2')",,"('1', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
39,2.0,"('2', '-2', '1')","('-2', '-2', '2')",,"('-2', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
39,3.0,"('-2', '1', '-3')",,,"('-2', '1', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
39,3.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
39,3.75,,"('2', '2', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
39,4.0,,"('2', '-3', '-4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
40,1.0,"('1', '-3', '-2')","('-3', '-4', '3')",,"('1', '1', '1')","('1', '1', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
40,2.0,"('-3', '-2', '-2')","('-4', '3', '1')",,"('1', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
40,2.5,,,,,"('1', '1', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
40,3.0,,,,,"('1', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
40,3.5,,,,"('1', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
40,4.0,"('-2', '-2', '8')","('3', '1', '2')",,"('2', '2', '-2')","('-2', '-2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
41,1.0,"('-2', '8', '-2')","('1', '2', '2')",,"('2', '-2', '2')","('-2', '1', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
41,2.0,,"('2', '2', '2')",,"('-2', '2', '-4')",,Claudio Merulo,Missa Susanne un jour: Credo,
41,3.0,"('8', '-2', '-2')","('2', '2', '-2')",,,"('1', '-2', '8')",Claudio Merulo,Missa Susanne un jour: Credo,
41,4.0,"('-2', '-2', '-2')",,,,"('-2', '8', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
41,4.5,,"('2', '-2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
42,1.0,,"('-2', '1', '-3')",,,"('8', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
42,2.0,"('-2', '-2', '1')","('1', '-3', '2')",,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
